dataset,method,k,sigma,fold,example,unit,n_frames,k_pred,acc,nmi,ari,seconds
surveillance,SSC-Block-TV-Col21,3,0,0,0,0006 0013 0022,182,3,0.901099,0.782763,0.709414,0.25
surveillance,SSC-Block-TV-Col21,3,0,0,0,0006 0013 0022,147,3,0.979592,0.925870,0.932942,0.18
surveillance,SSC-Block-TV-Col21,3,0,0,0,0006 0013 0022,58,3,0.931034,0.828840,0.788644,0.05
surveillance,SSC-Block-TV-Col21,3,0,0,0,0006 0013 0022,180,3,0.888889,0.779188,0.707505,0.24
surveillance,SSC-Block-TV-Col21,3,0,0,0,0006 0013 0022,146,3,0.952055,0.865450,0.850866,0.17
surveillance,SSC-Block-TV-Col21,3,0,0,0,0006 0013 0022,113,3,1.000000,1.000000,1.000000,0.12
surveillance,SSC-Block-TV-Col21,3,0,0,0,0006 0013 0022,166,3,0.837349,0.692445,0.581491,0.22
surveillance,SSC-Block-TV-Col21,3,0,0,0,0006 0013 0022,147,3,0.857143,0.730562,0.603878,0.18
surveillance,SSC-Block-TV-Col21,3,0,0,0,0006 0013 0022,118,3,1.000000,1.000000,1.000000,0.13
surveillance,SSC-Block-TV-Col21,3,0,0,0,0006 0013 0022,166,3,0.897590,0.785338,0.713650,0.22
surveillance,SSC-Block-TV-Col21,3,0,0,0,0006 0013 0022,141,3,0.964539,0.868713,0.889940,0.17
surveillance,SSC-Block-TV-Col21,3,0,0,0,0006 0013 0022,90,3,0.977778,0.924189,0.933760,0.09
surveillance,SSC-Block-TV-Col21,3,0,0,0,0006 0013 0022,173,3,1.000000,1.000000,1.000000,0.24
surveillance,SSC-Block-TV-Col21,3,0,0,0,0006 0013 0022,196,3,0.826531,0.669477,0.565259,0.28
surveillance,SSC-Block-TV-Col21,3,0,0,0,0006 0013 0022,60,3,0.516667,0.651542,0.436386,0.05
surveillance,SSC-Block-TV-Col21,3,0,0,0,0006 0013 0022,200,3,0.560000,0.649013,0.448048,0.29
surveillance,SSC-Block-TV-Col21,3,0,0,0,0006 0013 0022,206,3,0.995146,0.976256,0.984819,0.31
surveillance,SSC-Block-TV-Col21,3,0,0,0,0006 0013 0022,119,3,1.000000,1.000000,1.000000,0.13
surveillance,SSC-Block-TV-Col21,3,0,0,0,0006 0013 0022,219,3,0.538813,0.342051,0.177030,0.36
surveillance,SSC-Block-TV-Col21,3,0,0,0,0006 0013 0022,168,3,1.000000,1.000000,1.000000,0.22
surveillance,SSC-Block-TV-Col21,3,0,0,0,0006 0013 0022,151,3,0.986755,0.944347,0.959436,0.19
surveillance,SSC-Block-TV-Col21,3,0,0,0,0006 0013 0022,218,3,1.000000,1.000000,1.000000,0.34
surveillance,SSC-Block-TV-Col21,3,0,0,0,0006 0013 0022,195,3,1.000000,1.000000,1.000000,0.29
surveillance,SSC-Block-TV-Col21,3,0,0,0,0006 0013 0022,112,3,1.000000,1.000000,1.000000,0.11
surveillance,SSC-Block-TV-Col21,3,0.25,0,0,0006 0013 0022,182,3,0.901099,0.782763,0.709414,0.44
surveillance,SSC-Block-TV-Col21,3,0.25,0,0,0006 0013 0022,147,3,1.000000,1.000000,1.000000,0.37
surveillance,SSC-Block-TV-Col21,3,0.25,0,0,0006 0013 0022,58,3,0.965517,0.892167,0.889186,0.08
surveillance,SSC-Block-TV-Col21,3,0.25,0,0,0006 0013 0022,180,3,0.927778,0.828539,0.794939,0.42
surveillance,SSC-Block-TV-Col21,3,0.25,0,0,0006 0013 0022,146,3,0.952055,0.838853,0.858032,0.31
surveillance,SSC-Block-TV-Col21,3,0.25,0,0,0006 0013 0022,113,3,1.000000,1.000000,1.000000,0.24
surveillance,SSC-Block-TV-Col21,3,0.25,0,0,0006 0013 0022,166,3,0.825301,0.708455,0.572489,0.40
surveillance,SSC-Block-TV-Col21,3,0.25,0,0,0006 0013 0022,147,3,0.891156,0.767731,0.679957,0.38
surveillance,SSC-Block-TV-Col21,3,0.25,0,0,0006 0013 0022,118,3,1.000000,1.000000,1.000000,0.23
surveillance,SSC-Block-TV-Col21,3,0.25,0,0,0006 0013 0022,166,3,0.897590,0.785338,0.713650,0.39
surveillance,SSC-Block-TV-Col21,3,0.25,0,0,0006 0013 0022,141,3,0.985816,0.944413,0.956430,0.34
surveillance,SSC-Block-TV-Col21,3,0.25,0,0,0006 0013 0022,90,3,0.988889,0.954964,0.966380,0.15
surveillance,SSC-Block-TV-Col21,3,0.25,0,0,0006 0013 0022,173,3,0.994220,0.973254,0.982635,0.45
surveillance,SSC-Block-TV-Col21,3,0.25,0,0,0006 0013 0022,196,3,0.770408,0.676341,0.489017,0.49
surveillance,SSC-Block-TV-Col21,3,0.25,0,0,0006 0013 0022,60,3,0.533333,0.652588,0.439144,0.08
surveillance,SSC-Block-TV-Col21,3,0.25,0,0,0006 0013 0022,200,3,0.960000,0.886047,0.885734,0.48
surveillance,SSC-Block-TV-Col21,3,0.25,0,0,0006 0013 0022,206,3,0.990291,0.958791,0.969818,0.52
surveillance,SSC-Block-TV-Col21,3,0.25,0,0,0006 0013 0022,119,3,1.000000,1.000000,1.000000,0.25
surveillance,SSC-Block-TV-Col21,3,0.25,0,0,0006 0013 0022,219,3,0.525114,0.451594,0.300220,0.60
surveillance,SSC-Block-TV-Col21,3,0.25,0,0,0006 0013 0022,168,3,0.940476,0.852101,0.836141,0.41
surveillance,SSC-Block-TV-Col21,3,0.25,0,0,0006 0013 0022,151,3,1.000000,1.000000,1.000000,0.34
surveillance,SSC-Block-TV-Col21,3,0.25,0,0,0006 0013 0022,218,3,0.747706,0.674851,0.503428,0.58
surveillance,SSC-Block-TV-Col21,3,0.25,0,0,0006 0013 0022,195,3,0.825641,0.718527,0.595846,0.51
surveillance,SSC-Block-TV-Col21,3,0.25,0,0,0006 0013 0022,112,3,1.000000,1.000000,1.000000,0.20
surveillance,SSC-Block-TV-Col21,3,0.5,0,0,0006 0013 0022,182,3,0.934066,0.830727,0.795605,0.25
surveillance,SSC-Block-TV-Col21,3,0.5,0,0,0006 0013 0022,147,3,1.000000,1.000000,1.000000,0.18
surveillance,SSC-Block-TV-Col21,3,0.5,0,0,0006 0013 0022,58,3,0.965517,0.893280,0.896358,0.05
surveillance,SSC-Block-TV-Col21,3,0.5,0,0,0006 0013 0022,180,3,0.927778,0.828539,0.794939,0.24
surveillance,SSC-Block-TV-Col21,3,0.5,0,0,0006 0013 0022,146,3,0.965753,0.878774,0.893592,0.17
surveillance,SSC-Block-TV-Col21,3,0.5,0,0,0006 0013 0022,113,3,0.991150,0.961347,0.970621,0.12
surveillance,SSC-Block-TV-Col21,3,0.5,0,0,0006 0013 0022,166,3,0.819277,0.677388,0.552820,0.21
surveillance,SSC-Block-TV-Col21,3,0.5,0,0,0006 0013 0022,147,3,0.891156,0.767731,0.679957,0.18
surveillance,SSC-Block-TV-Col21,3,0.5,0,0,0006 0013 0022,118,3,0.991525,0.962907,0.974621,0.13
surveillance,SSC-Block-TV-Col21,3,0.5,0,0,0006 0013 0022,166,3,0.903614,0.792713,0.727497,0.22
surveillance,SSC-Block-TV-Col21,3,0.5,0,0,0006 0013 0022,141,3,0.992908,0.967639,0.977949,0.17
surveillance,SSC-Block-TV-Col21,3,0.5,0,0,0006 0013 0022,90,3,0.922222,0.790011,0.767768,0.09
surveillance,SSC-Block-TV-Col21,3,0.5,0,0,0006 0013 0022,173,3,0.549133,0.648625,0.447608,0.23
surveillance,SSC-Block-TV-Col21,3,0.5,0,0,0006 0013 0022,196,3,0.770408,0.676341,0.489017,0.27
surveillance,SSC-Block-TV-Col21,3,0.5,0,0,0006 0013 0022,60,3,0.533333,0.652588,0.439144,0.05
surveillance,SSC-Block-TV-Col21,3,0.5,0,0,0006 0013 0022,200,3,0.955000,0.862341,0.870771,0.27
surveillance,SSC-Block-TV-Col21,3,0.5,0,0,0006 0013 0022,206,3,0.961165,0.885364,0.883762,0.30
surveillance,SSC-Block-TV-Col21,3,0.5,0,0,0006 0013 0022,119,3,1.000000,1.000000,1.000000,0.13
surveillance,SSC-Block-TV-Col21,3,0.5,0,0,0006 0013 0022,219,3,0.525114,0.450428,0.300888,0.34
surveillance,SSC-Block-TV-Col21,3,0.5,0,0,0006 0013 0022,168,3,0.940476,0.852101,0.836141,0.21
surveillance,SSC-Block-TV-Col21,3,0.5,0,0,0006 0013 0022,151,3,0.993377,0.967668,0.979490,0.19
surveillance,SSC-Block-TV-Col21,3,0.5,0,0,0006 0013 0022,218,3,0.747706,0.674851,0.503428,0.33
surveillance,SSC-Block-TV-Col21,3,0.5,0,0,0006 0013 0022,195,3,0.979487,0.927158,0.935120,0.28
surveillance,SSC-Block-TV-Col21,3,0.5,0,0,0006 0013 0022,112,3,0.991071,0.960551,0.972572,0.11
surveillance,SSC-Block-TV-Col21,5,0,0,0,0006 0013 0014 0022 0027,283,5,0.780919,0.848445,0.704970,0.65
surveillance,SSC-Block-TV-Col21,5,0,0,0,0006 0013 0014 0022 0027,231,5,0.987013,0.963886,0.965842,0.47
surveillance,SSC-Block-TV-Col21,5,0,0,0,0006 0013 0014 0022 0027,98,5,0.948980,0.904075,0.874074,0.13
surveillance,SSC-Block-TV-Col21,5,0,0,0,0006 0013 0014 0022 0027,291,5,0.673540,0.784465,0.607296,0.68
surveillance,SSC-Block-TV-Col21,5,0,0,0,0006 0013 0014 0022 0027,236,5,0.970339,0.931479,0.923860,0.47
surveillance,SSC-Block-TV-Col21,5,0,0,0,0006 0013 0014 0022 0027,173,5,1.000000,1.000000,1.000000,0.29
surveillance,SSC-Block-TV-Col21,5,0,0,0,0006 0013 0014 0022 0027,258,5,0.775194,0.768613,0.626123,0.54
surveillance,SSC-Block-TV-Col21,5,0,0,0,0006 0013 0014 0022 0027,232,5,0.905172,0.854655,0.769785,0.44
surveillance,SSC-Block-TV-Col21,5,0,0,0,0006 0013 0014 0022 0027,183,5,0.967213,0.936675,0.905208,0.32
surveillance,SSC-Block-TV-Col21,5,0,0,0,0006 0013 0014 0022 0027,274,5,0.897810,0.887543,0.789594,0.60
surveillance,SSC-Block-TV-Col21,5,0,0,0,0006 0013 0014 0022 0027,225,5,0.982222,0.954536,0.952943,0.44
surveillance,SSC-Block-TV-Col21,5,0,0,0,0006 0013 0014 0022 0027,132,5,0.984848,0.966833,0.967239,0.18
surveillance,SSC-Block-TV-Col21,5,0,0,0,0006 0013 0014 0022 0027,298,5,0.755034,0.864697,0.714738,0.68
surveillance,SSC-Block-TV-Col21,5,0,0,0,0006 0013 0014 0022 0027,296,5,0.979730,0.949782,0.949935,0.66
surveillance,SSC-Block-TV-Col21,5,0,0,0,0006 0013 0014 0022 0027,108,5,0.638889,0.744965,0.514671,0.14
surveillance,SSC-Block-TV-Col21,5,0,0,0,0006 0013 0014 0022 0027,337,5,0.652819,0.756682,0.570657,0.85
surveillance,SSC-Block-TV-Col21,5,0,0,0,0006 0013 0014 0022 0027,328,5,0.661585,0.726761,0.485977,0.79
surveillance,SSC-Block-TV-Col21,5,0,0,0,0006 0013 0014 0022 0027,191,5,1.000000,1.000000,1.000000,0.34
surveillance,SSC-Block-TV-Col21,5,0,0,0,0006 0013 0014 0022 0027,342,5,0.847953,0.810992,0.696994,0.88
surveillance,SSC-Block-TV-Col21,5,0,0,0,0006 0013 0014 0022 0027,276,5,1.000000,1.000000,1.000000,0.60
surveillance,SSC-Block-TV-Col21,5,0,0,0,0006 0013 0014 0022 0027,231,5,0.935065,0.892611,0.827712,0.47
surveillance,SSC-Block-TV-Col21,5,0,0,0,0006 0013 0014 0022 0027,345,5,0.979710,0.958540,0.952318,0.90
surveillance,SSC-Block-TV-Col21,5,0,0,0,0006 0013 0014 0022 0027,329,5,0.930091,0.897007,0.832364,0.82
surveillance,SSC-Block-TV-Col21,5,0,0,0,0006 0013 0014 0022 0027,196,5,1.000000,1.000000,1.000000,0.33
surveillance,SSC-Block-TV-Col21,5,0.25,0,0,0006 0013 0014 0022 0027,283,5,0.802120,0.868204,0.729313,0.55
surveillance,SSC-Block-TV-Col21,5,0.25,0,0,0006 0013 0014 0022 0027,231,5,0.991342,0.978495,0.982603,0.40
surveillance,SSC-Block-TV-Col21,5,0.25,0,0,0006 0013 0014 0022 0027,98,5,0.846939,0.883551,0.830799,0.10
surveillance,SSC-Block-TV-Col21,5,0.25,0,0,0006 0013 0014 0022 0027,291,5,0.862543,0.776208,0.693144,0.55
surveillance,SSC-Block-TV-Col21,5,0.25,0,0,0006 0013 0014 0022 0027,236,5,0.970339,0.925934,0.921693,0.38
surveillance,SSC-Block-TV-Col21,5,0.25,0,0,0006 0013 0014 0022 0027,173,5,1.000000,1.000000,1.000000,0.24
surveillance,SSC-Block-TV-Col21,5,0.25,0,0,0006 0013 0014 0022 0027,258,5,0.655039,0.754801,0.575226,0.44
surveillance,SSC-Block-TV-Col21,5,0.25,0,0,0006 0013 0014 0022 0027,232,5,0.926724,0.887357,0.815498,0.37
surveillance,SSC-Block-TV-Col21,5,0.25,0,0,0006 0013 0014 0022 0027,183,5,0.972678,0.944076,0.920115,0.25
surveillance,SSC-Block-TV-Col21,5,0.25,0,0,0006 0013 0014 0022 0027,274,5,0.868613,0.815477,0.721341,0.51
surveillance,SSC-Block-TV-Col21,5,0.25,0,0,0006 0013 0014 0022 0027,225,5,0.991111,0.972704,0.976652,0.37
surveillance,SSC-Block-TV-Col21,5,0.25,0,0,0006 0013 0014 0022 0027,132,5,0.984848,0.959117,0.961857,0.15
surveillance,SSC-Block-TV-Col21,5,0.25,0,0,0006 0013 0014 0022 0027,298,5,0.748322,0.863395,0.711111,0.59
surveillance,SSC-Block-TV-Col21,5,0.25,0,0,0006 0013 0014 0022 0027,296,5,0.868243,0.873467,0.746440,0.56
surveillance,SSC-Block-TV-Col21,5,0.25,0,0,0006 0013 0014 0022 0027,108,5,0.620370,0.726954,0.474743,0.11
surveillance,SSC-Block-TV-Col21,5,0.25,0,0,0006 0013 0014 0022 0027,337,5,0.744807,0.833616,0.693454,0.72
surveillance,SSC-Block-TV-Col21,5,0.25,0,0,0006 0013 0014 0022 0027,328,5,0.817073,0.768046,0.588248,0.67
surveillance,SSC-Block-TV-Col21,5,0.25,0,0,0006 0013 0014 0022 0027,191,5,0.900524,0.874602,0.747531,0.27
surveillance,SSC-Block-TV-Col21,5,0.25,0,0,0006 0013 0014 0022 0027,342,5,0.897661,0.861012,0.763729,0.75
surveillance,SSC-Block-TV-Col21,5,0.25,0,0,0006 0013 0014 0022 0027,276,5,0.971014,0.934990,0.928386,0.50
surveillance,SSC-Block-TV-Col21,5,0.25,0,0,0006 0013 0014 0022 0027,231,5,0.948052,0.914128,0.857585,0.38
surveillance,SSC-Block-TV-Col21,5,0.25,0,0,0006 0013 0014 0022 0027,345,5,0.817391,0.825579,0.693104,0.78
surveillance,SSC-Block-TV-Col21,5,0.25,0,0,0006 0013 0014 0022 0027,329,5,0.838906,0.794600,0.641309,0.71
surveillance,SSC-Block-TV-Col21,5,0.25,0,0,0006 0013 0014 0022 0027,196,5,0.852041,0.861913,0.712499,0.27
surveillance,SSC-Block-TV-Col21,5,0.5,0,0,0006 0013 0014 0022 0027,283,5,0.936396,0.885752,0.843557,0.54
surveillance,SSC-Block-TV-Col21,5,0.5,0,0,0006 0013 0014 0022 0027,231,5,0.878788,0.878724,0.763117,0.39
surveillance,SSC-Block-TV-Col21,5,0.5,0,0,0006 0013 0014 0022 0027,98,5,0.908163,0.878271,0.818796,0.10
surveillance,SSC-Block-TV-Col21,5,0.5,0,0,0006 0013 0014 0022 0027,291,5,0.855670,0.770917,0.681279,0.56
surveillance,SSC-Block-TV-Col21,5,0.5,0,0,0006 0013 0014 0022 0027,236,5,0.970339,0.925934,0.921693,0.38
surveillance,SSC-Block-TV-Col21,5,0.5,0,0,0006 0013 0014 0022 0027,173,5,0.947977,0.898185,0.870948,0.25
surveillance,SSC-Block-TV-Col21,5,0.5,0,0,0006 0013 0014 0022 0027,258,5,0.666667,0.807800,0.622885,0.46
surveillance,SSC-Block-TV-Col21,5,0.5,0,0,0006 0013 0014 0022 0027,232,5,0.814655,0.846230,0.664637,0.36
surveillance,SSC-Block-TV-Col21,5,0.5,0,0,0006 0013 0014 0022 0027,183,5,0.939891,0.906914,0.836546,0.27
surveillance,SSC-Block-TV-Col21,5,0.5,0,0,0006 0013 0014 0022 0027,274,5,0.857664,0.802005,0.710928,0.50
surveillance,SSC-Block-TV-Col21,5,0.5,0,0,0006 0013 0014 0022 0027,225,5,0.991111,0.972704,0.976652,0.38
surveillance,SSC-Block-TV-Col21,5,0.5,0,0,0006 0013 0014 0022 0027,132,5,0.931818,0.894824,0.842491,0.14
surveillance,SSC-Block-TV-Col21,5,0.5,0,0,0006 0013 0014 0022 0027,298,5,0.748322,0.863395,0.711111,0.60
surveillance,SSC-Block-TV-Col21,5,0.5,0,0,0006 0013 0014 0022 0027,296,5,0.858108,0.843646,0.721944,0.57
surveillance,SSC-Block-TV-Col21,5,0.5,0,0,0006 0013 0014 0022 0027,108,5,0.666667,0.753663,0.535089,0.11
surveillance,SSC-Block-TV-Col21,5,0.5,0,0,0006 0013 0014 0022 0027,337,5,0.732938,0.827389,0.684401,0.73
surveillance,SSC-Block-TV-Col21,5,0.5,0,0,0006 0013 0014 0022 0027,328,5,0.817073,0.768046,0.588248,0.67
surveillance,SSC-Block-TV-Col21,5,0.5,0,0,0006 0013 0014 0022 0027,191,5,0.900524,0.874602,0.747531,0.29
surveillance,SSC-Block-TV-Col21,5,0.5,0,0,0006 0013 0014 0022 0027,342,5,0.897661,0.861012,0.763729,0.74
surveillance,SSC-Block-TV-Col21,5,0.5,0,0,0006 0013 0014 0022 0027,276,5,0.956522,0.916262,0.898239,0.49
surveillance,SSC-Block-TV-Col21,5,0.5,0,0,0006 0013 0014 0022 0027,231,5,0.952381,0.918648,0.868394,0.39
surveillance,SSC-Block-TV-Col21,5,0.5,0,0,0006 0013 0014 0022 0027,345,5,0.817391,0.825579,0.693104,0.77
surveillance,SSC-Block-TV-Col21,5,0.5,0,0,0006 0013 0014 0022 0027,329,5,0.951368,0.912342,0.897942,0.71
surveillance,SSC-Block-TV-Col21,5,0.5,0,0,0006 0013 0014 0022 0027,196,5,0.923469,0.894660,0.809012,0.27
surveillance,SSC-Block-TV-Col21,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,413,8,0.840194,0.934495,0.832477,1.15
surveillance,SSC-Block-TV-Col21,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,335,8,0.973134,0.956155,0.933793,0.76
surveillance,SSC-Block-TV-Col21,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,148,8,0.804054,0.891047,0.773730,0.18
surveillance,SSC-Block-TV-Col21,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,432,8,0.717593,0.793681,0.612620,1.16
surveillance,SSC-Block-TV-Col21,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,346,8,0.806358,0.888689,0.735396,0.82
surveillance,SSC-Block-TV-Col21,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,259,8,1.000000,1.000000,1.000000,0.50
surveillance,SSC-Block-TV-Col21,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,385,8,0.527273,0.728313,0.405631,0.95
surveillance,SSC-Block-TV-Col21,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,331,8,0.749245,0.815184,0.599812,0.76
surveillance,SSC-Block-TV-Col21,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,256,8,0.964844,0.942456,0.908161,0.52
surveillance,SSC-Block-TV-Col21,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,418,8,0.933014,0.943514,0.866413,1.15
surveillance,SSC-Block-TV-Col21,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,341,8,0.997067,0.993348,0.993950,0.78
surveillance,SSC-Block-TV-Col21,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,214,8,0.971963,0.947281,0.932859,0.33
surveillance,SSC-Block-TV-Col21,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,447,8,0.888143,0.934958,0.830464,1.28
surveillance,SSC-Block-TV-Col21,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,424,8,0.908019,0.917389,0.811994,1.11
surveillance,SSC-Block-TV-Col21,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,168,8,0.845238,0.937464,0.827155,0.23
surveillance,SSC-Block-TV-Col21,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,511,8,0.896282,0.938782,0.846892,1.68
surveillance,SSC-Block-TV-Col21,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,471,8,0.944798,0.943005,0.863083,1.47
surveillance,SSC-Block-TV-Col21,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,275,8,0.930909,0.932895,0.824739,0.54
surveillance,SSC-Block-TV-Col21,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,517,8,0.690522,0.829515,0.639147,1.71
surveillance,SSC-Block-TV-Col21,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,430,8,0.827907,0.916397,0.813491,1.22
surveillance,SSC-Block-TV-Col21,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,348,8,0.816092,0.877838,0.768829,0.80
surveillance,SSC-Block-TV-Col21,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,506,8,0.968379,0.959015,0.931393,1.62
surveillance,SSC-Block-TV-Col21,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,472,8,0.993644,0.985642,0.985295,1.43
surveillance,SSC-Block-TV-Col21,8,0,0,0,0004 0006 0009 0013 0014 0022 0026 0027,274,8,0.919708,0.929228,0.810903,0.53
surveillance,SSC-Block-TV-Col21,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,413,8,0.738499,0.869503,0.687083,1.17
surveillance,SSC-Block-TV-Col21,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,335,8,0.961194,0.941140,0.909118,0.78
surveillance,SSC-Block-TV-Col21,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,148,8,0.878378,0.934136,0.862574,0.18
surveillance,SSC-Block-TV-Col21,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,432,8,0.773148,0.831364,0.653030,1.20
surveillance,SSC-Block-TV-Col21,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,346,8,0.815029,0.908231,0.819174,0.82
surveillance,SSC-Block-TV-Col21,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,259,8,0.992278,0.985417,0.980825,0.49
surveillance,SSC-Block-TV-Col21,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,385,8,0.631169,0.804180,0.611880,1.02
surveillance,SSC-Block-TV-Col21,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,331,8,0.764350,0.850985,0.658303,0.75
surveillance,SSC-Block-TV-Col21,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,256,8,0.976562,0.958928,0.936013,0.53
surveillance,SSC-Block-TV-Col21,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,418,8,0.777512,0.866263,0.691466,1.15
surveillance,SSC-Block-TV-Col21,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,341,8,0.991202,0.979489,0.979013,0.84
surveillance,SSC-Block-TV-Col21,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,214,8,0.976636,0.961876,0.947662,0.35
surveillance,SSC-Block-TV-Col21,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,447,8,0.923937,0.942153,0.865804,1.35
surveillance,SSC-Block-TV-Col21,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,424,8,0.745283,0.870419,0.691498,1.17
surveillance,SSC-Block-TV-Col21,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,168,8,0.845238,0.937464,0.827155,0.22
surveillance,SSC-Block-TV-Col21,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,511,8,0.896282,0.938782,0.846892,1.75
surveillance,SSC-Block-TV-Col21,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,471,8,0.940552,0.936781,0.855381,1.53
surveillance,SSC-Block-TV-Col21,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,275,8,0.905455,0.906783,0.789207,0.55
surveillance,SSC-Block-TV-Col21,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,517,8,0.760155,0.862707,0.706562,1.81
surveillance,SSC-Block-TV-Col21,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,430,8,0.988372,0.980886,0.973211,1.26
surveillance,SSC-Block-TV-Col21,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,348,8,0.965517,0.956480,0.907331,0.84
surveillance,SSC-Block-TV-Col21,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,506,8,0.835968,0.915660,0.821318,1.73
surveillance,SSC-Block-TV-Col21,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,472,8,0.978814,0.968622,0.958131,1.47
surveillance,SSC-Block-TV-Col21,8,0.25,0,0,0004 0006 0009 0013 0014 0022 0026 0027,274,8,0.908759,0.925507,0.795482,0.55
surveillance,SSC-Block-TV-Col21,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,413,8,0.830508,0.875285,0.733971,1.09
surveillance,SSC-Block-TV-Col21,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,335,8,0.814925,0.900984,0.785303,0.76
surveillance,SSC-Block-TV-Col21,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,148,8,0.851351,0.877606,0.782252,0.17
surveillance,SSC-Block-TV-Col21,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,432,8,0.777778,0.841811,0.715742,1.15
surveillance,SSC-Block-TV-Col21,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,346,8,0.809249,0.901955,0.807698,0.80
surveillance,SSC-Block-TV-Col21,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,259,8,0.934363,0.929042,0.859243,0.47
surveillance,SSC-Block-TV-Col21,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,385,8,0.568831,0.759967,0.547977,0.95
surveillance,SSC-Block-TV-Col21,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,331,8,0.854985,0.863725,0.716887,0.74
surveillance,SSC-Block-TV-Col21,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,256,8,0.964844,0.936949,0.914877,0.50
surveillance,SSC-Block-TV-Col21,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,418,8,0.729665,0.818654,0.627790,1.09
surveillance,SSC-Block-TV-Col21,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,341,8,0.976540,0.961538,0.951275,0.79
surveillance,SSC-Block-TV-Col21,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,214,8,0.981308,0.968444,0.957812,0.33
surveillance,SSC-Block-TV-Col21,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,447,8,0.838926,0.935084,0.832231,1.26
surveillance,SSC-Block-TV-Col21,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,424,8,0.742925,0.860718,0.682754,1.21
surveillance,SSC-Block-TV-Col21,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,168,8,0.845238,0.937464,0.827155,0.21
surveillance,SSC-Block-TV-Col21,8,0.5,0,0,0004 0006 0009 0013 0014 0022 0026 0027,511,8,0.814090,0.889886,0.771829,1.67
